ball,score,commentary
37.3,4,"Kuldeep Yadav to Smith, FOUR runs, slow, outside off, and he has smacked this through the cover-point fence. Bad ball, but a superb shot, with entire time on his hands"
37.2,2,"Kuldeep Yadav to Smith, 2 runs, flighted around off, and he drives hard. Goes to the left of Rohit at long-off, and they take on his injured arm. Get through for two in the end"
37.1,0,"Kuldeep Yadav to Smith, no run, length, wrong 'un, and goes off the outside edge as he looks to flick. Goes along the ground towards point"
36.6,1,"Saini to Smith, 1 run, short, wide, and he looks to smack this through point. Bottom-edged down towards third man"
36.5,0,"Saini to Smith, no run, length, just around off, and Smith tries to flick. Misses on contact, and it strikes him high on the thigh pad, and runs through to Rahul. Muffled half-appeal from Saini"
36.4,1,"Saini to Carey, 1 run, back of a length, angles in to him, and he plays this with soft hands towards short mid-wicket. Takes a quick single"
36.3,0,"Saini to Carey, no run, length, cramps him for room, and he plays this towards point"
36.2,4,"Saini to Carey, FOUR runs, short, and he guides this over the 'keeper down to the third man fence!"
36.1,4,"Saini to Carey, FOUR runs, top shot! Full ball, and he drives this like a bullet through extra cover. Holds the pose for the shutterbugs"
35.6,1,"Kuldeep Yadav to Carey, 1 run, sweeps from outside off towards long leg to retain strike"
35.5,4,"Kuldeep Yadav to Carey, FOUR runs, that's a good shot! This is closer to him, and he whips this through mid-wicket. It went on with the angle from over the wicket, and he flogged it over the man at the short mid-wicket fence"
35.4,1,"Kuldeep Yadav to Smith, 1 run, wrong 'un again, and he shuffles across to fetch it from outside off towards long leg"
35.3,0,"Kuldeep Yadav to Smith, no run, wrong 'un, zips past the outside edge. Smith doesn't pick this off the hands"
35.2,0,"Kuldeep Yadav to Smith, no run, length, turns back in from outside off. Strikes him on the pad, but impact would have been outside off, as he misses it"
35.1,1,"Kuldeep Yadav to Carey, 1 run, length, and he plays this towards point with soft hands"
34.6,1,"Bumrah to Carey, 1 run, slower ball, around off, and he picks this late, gets enough bat to play it wide of cover. Through for a quick single"
34.5,0,"Bumrah to Carey, no run, full, and he drives this back to Bumrah"
34.4,0,"Bumrah to Carey, no run, short, and he ducks under this. This is a good spell of containment from the Indian bowlers"
34.3,0,"Bumrah to Carey, no run, length, driven back towards the bowler"
34.2,0,"Bumrah to Carey, no run, fuller, up to him around middle and leg, and he defends"
34.1,1,"Bumrah to Smith, 1 run, short, and played down to third man"
33.6,0,"Jadeja to Carey, no run, looks for the reverse sweep again. Misses on contact, with a ball fired outside off (effectively leg). Jadeja wants a caught-behind in his favour. Not given, and India also refuse to refer this"
33.5,4,"Jadeja to Carey, FOUR runs, reverse sweep, fetched from well outside what would have been off, and played square of the wicket. Incredible! Jadeja holds the length back, but Carey adjusts well to meet it early, keeping it in front of square"
33.4,0,"Jadeja to Carey, no run, sweeps straight to short fine leg again"
33.3,0,"Jadeja to Carey, no run, reverse sweep tried, but straight towards short third man"
33.2,0,"Jadeja to Carey, no run, sweeps a length ball on middle and leg, cannot beat short fine leg"
33.1,1,"Jadeja to Smith, 1 run, length, flicked towards square leg"
32.6,1,"Bumrah to Smith, 1 run, length, drives this towards deep point"
32.5,0,"Bumrah to Smith, no run, length, around off, and he looks to run it down to third man. Too close to him, and Rahul fields with his outer glove taken off"
32.4,1,"Bumrah to Carey, 1 run, length, and he cuts this hard, but straight to point. A direct hit at the non-striker's end, and that allows a single. Kohli won't be happy with this..."
32.3,0,"Bumrah to Carey, no run, length, and he runs this towards point"
32.2,0,"Bumrah to Carey, no run, length ball, presses forward to defend back towards the bowler"
32.1,1,"Bumrah to Smith, 1 leg bye, length, he shuffles across to the off side and gets struck on the pads in trying to flick. Bumrah wanted to appeal this vociferously, but the line and height might have gone against him"
31.6,7,"Jadeja to Starc, OUT, two wickets in the over, but a not-so-huge loss for Australia! Jadeja pulls the length back a touch, and also slows it down. Starc looks to slog across the line, but gets it quite high on the bad, and substitute Chahal down by the deep mid-wicket fence has to move across to his left to accept this gleefully!"
31.5,0,"Jadeja to Starc, no run, slogs across the line. Inside edge towards fine leg"
31.4,0,"Jadeja to Starc, no run, length, and he drives this towards cover. Fielder is deep and can stop this"
31.3,7,"Jadeja to Labuschagne, OUT, what a grab this time! Jadeja has tossed this up a touch, and Labuschagne plays another whippy inside out drive. Cannot keep it down, and Kohli dives low to his right and plucks this inches off the grass. Makes it look effortless, but that was a fabulous effort! Big wicket, but it might not be the worst thing for Australia to have some fresh legs and some big hitting out in the middle now"
31.2,0,"Jadeja to Labuschagne, no run, length, driven towards cover, where Kohli fields"
31.1,0,"Jadeja to Labuschagne, no run, length, around off, and he plays a rasping whipped drive inside out. Dives to his left, does Kohli, to cut this off!"
30.6,1,"Mohammed Shami to Labuschagne, 1 run, length, nurdled towards point. The man has to run across to his left, and they pinch a quick one"
30.5,4,"Mohammed Shami to Labuschagne, FOUR runs, whips a length ball towards deep mid-wicket to bring up a gorgeous half-century! Hasn't had to slog anything. Just batted normally and brought up his first 50 in ODI cricket"
30.4,1,"Mohammed Shami to Smith, 1 run, length, and he picks it up from off towards deep square leg, with a characteristic whip off his pads"
30.3,1,"Mohammed Shami to Labuschagne, 1 run, shortish, and he whips it away towards fine leg"
30.2,0,"Mohammed Shami to Labuschagne, no run, length, drives this towards cover, where Pandey dives to his left to cut it off"
30.1,1,"Mohammed Shami to Smith, 1 run, length, outside off, and he runs it down to third man"
29.6,1,"Jadeja to Smith, 1 run, single down to long-on, and for the next 10, here's Debayan again"
29.5,2,"Jadeja to Smith, 2 runs, flighted, and Smith flicks it away to deep midwicket, and they come back for two"
29.4,2,"Jadeja to Smith, 2 runs, quick single on the off-side. Oh, there's an overthrow following a direct hit! They get two"
29.3,1,"Jadeja to Labuschagne, 1 run, makes some room for himself and gets a single down to long-on"
29.2,1,"Jadeja to Smith, 1 run, gets the single down to wide mid-off"
29.1,0,"Jadeja to Smith, no run, defended to the offside"
28.6,1,"Mohammed Shami to Smith, 1 run, takes the pace of the ball, Smith just helps it to third man again"
28.5,1,"Mohammed Shami to Labuschagne, 1 run, a bit of a slog there from Labuschagne. Didn't really time it, and it trickles down to the fielder and cow corner. The singles still keep coming, though"
28.4,1,"Mohammed Shami to Smith, 1 run, runs it down to third man"
28.3,0,"Mohammed Shami to Smith, no run, stayed low on Smith just as he looked to swivel and pull it away. Thick inside edge onto his pad."
28.2,0,"Mohammed Shami to Smith, no run, angled to backward point"
28.1,0,"Mohammed Shami to Smith, no run, first ball from Shami is cruched through the covers. Finds a fielder, though"
27.6,0,"Jadeja to Labuschagne, no run, chips it back. In the air for a fraction"
27.5,1,"Jadeja to Smith, 1 run, back of a length, punched to mid-off"
27.4,0,"Jadeja to Smith, no run, flicked to short midwicket"
27.3,1,"Jadeja to Labuschagne, 1 run, opens the face of the blade and places it to the right of the man at cover"
27.2,1,"Jadeja to Smith, 1 run, worked to the onside"
27.1,1,"Jadeja to Labuschagne, 1 run, pushes him onto the back foot, cut to deep point"
26.6,0,"Kuldeep Yadav to Smith, no run, sharp turn again. Thick inside edge to square leg. Seven from the over, but moral victory for Yadav"
26.5,1,"Kuldeep Yadav to Labuschagne, 1 run, deftly worked down to deep midwicket"
26.4,0,"Kuldeep Yadav to Labuschagne, no run, athletic work from Kohli at cover to keep it to one run. Full-length dive sends the crowd nuts"
26.3,1,"Kuldeep Yadav to Smith, 1 run, thinks it's best to just get down the other end just as the crowd comes into it"
26.2,4,"Kuldeep Yadav to Smith, 4 leg byes, down the track, and Smith has an almighty heave. He got nowhere close to it with the bat. The ball spins into his pad and runs down to third man for four. Fortuitous"
26.1,1,"Kuldeep Yadav to Labuschagne, 1 run, nice flight again, eased to mid-off"
25.6,0,"Jadeja to Smith, no run, defended"
25.5,1,"Jadeja to Labuschagne, 1 run, wristy flick. Thought about two, but thought better of it"
25.4,0,"Jadeja to Labuschagne, no run, blocked"
25.3,1,"Jadeja to Smith, 1 run, driven to long-on. They're rotating the strike pretty effectively"
25.2,1,"Jadeja to Labuschagne, 1 run, kept low, but Labuschagne manages to get it away to the same fielder."
25.1,1,"Jadeja to Smith, 1 run, cut away to deep point"
24.6,1,"Kuldeep Yadav to Smith, 1 run, wrong'un, but Smith was waiting for it. Uses the pace to work it to third man. Six from the over"
24.5,1,"Kuldeep Yadav to Labuschagne, 1 run, eased down to square leg"
24.4,2,"Kuldeep Yadav to Labuschagne, 2 runs, pick up sweep shot - looked a bit risky but he got good connection on it. A little fumble on the boundary allows them to come back"
24.3,1,"Kuldeep Yadav to Smith, 1 run, a tad full. Smith gets an easy single down the ground"
24.2,1,"Kuldeep Yadav to Labuschagne, 1 run, and again, slightly uppish as he drives to long-off. You sense the wrong'un coming any moment"
24.1,0,"Kuldeep Yadav to Labuschagne, no run, nicely flighted, coaxes Labuschagne onto the front foot"
23.6,1,"Jadeja to Labuschagne, 1 run, single to mid-off. Couple of decent overs for Australia"
23.5,1,"Jadeja to Smith, 1 run, turn from middle and off, Smith works it to the offside"
23.4,1,"Jadeja to Labuschagne, 1 run, nearly another run-out. Ends up needing the dive to be safe. The umpires have gone up just in case. It's not out"
23.3,1,"Jadeja to Smith, 1 run, driven to long-off"
23.2,0,"Jadeja to Smith, no run, defended to extra cover"
23.1,4,"Jadeja to Smith, FOUR runs, plays it exceptionally late - this is genius. Almost takes it out of the keeper's hands, and just uses the pace to beat the in-fielder. The outfield ensured no one was stopping that"
22.6,0,"Saini to Labuschagne, no run, driven back. 9 from that over"
22.5,0,"Saini to Labuschagne, no run, looked to work it away to the cover region, beaten by the extra pace"
22.4,4,"Saini to Labuschagne, FOUR runs, feathers it away to fine leg. This is a good over for Australia. Saini wavers slightly with his line, full on middle and leg, and all Labuschagne needs to do is tickle it away for four"
22.3,1,"Saini to Smith, 1 run, helped to third man again, this thick edge was certainly deliberate. The man in the deep cuts it off though"
22.2,0,"Saini to Smith, no run, defended to third man"
22.1,4,"Saini to Smith, FOUR runs, brings up the half-century. Full on off stump, and Smith gets a thick outside edge - possibly deliberate - that is too fine for third man to cut off"
21.6,2,"Jadeja to Labuschagne, 2 runs, worked away to the onside, and gets it into a gap, allowing Australia to scamper back for two"
21.5,0,"Jadeja to Labuschagne, no run, flatter this time, and a bit more turn"
21.4,0,"Jadeja to Labuschagne, no run, fuller length, almost yorked him"
21.3,0,"Jadeja to Labuschagne, no run, a bit of flight and turn, driven to extra cover"
21.2,1,"Jadeja to Smith, 1 run, eased to sweeper cover"
21.1,0,"Jadeja to Smith, no run, Smith goes back into his crease and drives back to the bowler"
20.6,1,"Saini to Smith, 1 run, angled to point, and Smith keeps the strike"
20.5,0,"Saini to Smith, no run, defended back to the bowler"
20.4,0,"Saini to Smith, no run, punch off the back foot. Straight to point"
20.3,1,"Saini to Labuschagne, 1 run, opens the face of the bat and helps it to third man"
20.2,1,"Saini to Smith, 1 run, worked away to the onside"
20.1,0,"Saini to Smith, no run, the pace has dropped, he's around 137 now. Defended to point"
19.6,0,"Jadeja to Labuschagne, no run, length, and he runs it towards Rohit at first slip. Goes on one bounce!"
